year,geo_name,geo,university_name,university,grads_total
2014,"Los Angeles County, CA","05000US06037","Santa Monica College","122977",2962
2014,"Los Angeles County, CA","05000US06037","Scripps College","123165",292
2014,"Los Angeles County, CA","05000US06037","Pinnacle College","123581",81
2014,"Los Angeles County, CA","05000US06037","Southern California Institute of Architecture","123952",139
2014,"Los Angeles County, CA","05000US06037","University of Southern California","123961",14434
2014,"Los Angeles County, CA","05000US06037","Southwestern Law School","123970",332
2014,"Los Angeles County, CA","05000US06037","Claremont School of Theology","124283",60
2014,"Los Angeles County, CA","05000US06037","United Education Institute-Huntington Park Campus","124681",1943
2014,"Los Angeles County, CA","05000US06037","Universal College of Beauty Inc-Los Angeles 1","124779",17
2014,"Los Angeles County, CA","05000US06037","Concorde Career College-North Hollywood","124937",512
2014,"Los Angeles County, CA","05000US06037","West Los Angeles College","125471",755
2014,"Los Angeles County, CA","05000US06037","Whittier College","125763",627
2014,"Los Angeles County, CA","05000US06037","Woodbury University","125897",431
2014,"Los Angeles County, CA","05000US06037","Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","126076",20
2014,"Los Angeles County, CA","05000US06037","ITT Technical Institute-Sylmar","244011",232
2014,"Los Angeles County, CA","05000US06037","Antioch University-Los Angeles","245838",290
2014,"Los Angeles County, CA","05000US06037","Platt College-Los Angeles","260789",371
2014,"Los Angeles County, CA","05000US06037","Hypnosis Motivation Institute","368771",101
2014,"Los Angeles County, CA","05000US06037","Los Angeles ORT College-Los Angeles Campus","368780",93
2014,"Los Angeles County, CA","05000US06037","Everest College-West Los Angeles","368805",219
2014,"Los Angeles County, CA","05000US06037","Downey Adult School","371690",724
2014,"Los Angeles County, CA","05000US06037","Thuy Princess Beauty College","372000",76
2014,"Los Angeles County, CA","05000US06037","North-West College-Glendale","372028",109
2014,"Los Angeles County, CA","05000US06037","Everest College-City of Industry","372037",578
2014,"Los Angeles County, CA","05000US06037","Fremont College","372073",133
2014,"Los Angeles County, CA","05000US06037","Pomona Unified School District Adult and Career Education","372082",147
2014,"Los Angeles County, CA","05000US06037","Universal College of Beauty Inc-Los Angeles 2","372240",9
2014,"Los Angeles County, CA","05000US06037","Capstone College","377759",52
2014,"Los Angeles County, CA","05000US06037","ITT Technical Institute-Torrance","378406",191
