year,geo_name,geo,cip_name,cip,degree_name,degree,grads_total
2014,"New York, NY","16000US3651000","Foreign Language Teacher Education","131306","Master's Degree","7",29
2015,"New York, NY","16000US3651000","Health Teacher Education","131307","Master's Degree","7",36
2013,"New York, NY","16000US3651000","Health Teacher Education","131307","Master's Degree","7",41
2014,"New York, NY","16000US3651000","Health Teacher Education","131307","Master's Degree","7",31
2015,"New York, NY","16000US3651000","Family & Consumer Sciences Teacher Education","131308","Master's Degree","7",9
2013,"New York, NY","16000US3651000","Family & Consumer Sciences Teacher Education","131308","Master's Degree","7",8
2014,"New York, NY","16000US3651000","Family & Consumer Sciences Teacher Education","131308","Master's Degree","7",8
2015,"New York, NY","16000US3651000","Technology & Industrial Arts Teacher Education","131309","Master's Degree","7",16
2013,"New York, NY","16000US3651000","Technology & Industrial Arts Teacher Education","131309","Master's Degree","7",15
2014,"New York, NY","16000US3651000","Technology & Industrial Arts Teacher Education","131309","Master's Degree","7",8
2015,"New York, NY","16000US3651000","Mathematics Teacher Education","131311","Master's Degree","7",205
2013,"New York, NY","16000US3651000","Mathematics Teacher Education","131311","Master's Degree","7",331
2014,"New York, NY","16000US3651000","Mathematics Teacher Education","131311","Master's Degree","7",351
2015,"New York, NY","16000US3651000","Music Teacher Education","131312","Master's Degree","7",120
2013,"New York, NY","16000US3651000","Music Teacher Education","131312","Master's Degree","7",114
2014,"New York, NY","16000US3651000","Music Teacher Education","131312","Master's Degree","7",131
2015,"New York, NY","16000US3651000","Physical Education Teaching & Coaching","131314","Master's Degree","7",71
2013,"New York, NY","16000US3651000","Physical Education Teaching & Coaching","131314","Master's Degree","7",87
2014,"New York, NY","16000US3651000","Physical Education Teaching & Coaching","131314","Master's Degree","7",59
2015,"New York, NY","16000US3651000","Reading Teacher Education","131315","Master's Degree","7",346
2013,"New York, NY","16000US3651000","Reading Teacher Education","131315","Master's Degree","7",395
2014,"New York, NY","16000US3651000","Reading Teacher Education","131315","Master's Degree","7",344
2015,"New York, NY","16000US3651000","General Science Teacher Education","131316","Master's Degree","7",73
2013,"New York, NY","16000US3651000","General Science Teacher Education","131316","Master's Degree","7",80
2014,"New York, NY","16000US3651000","General Science Teacher Education","131316","Master's Degree","7",112
2015,"New York, NY","16000US3651000","Social Studies Teacher Education","131318","Master's Degree","7",170
2013,"New York, NY","16000US3651000","Social Studies Teacher Education","131318","Master's Degree","7",201
