year,geo_name,geo,university_name,university,grads_men,grads_women
2014,"New York, NY","16000US3651000","Beth Hamedrash Shaarei Yosher Institute","189273",1,0
2014,"New York, NY","16000US3651000","Phillips Beth Israel School of Nursing","189282",22,94
2014,"New York, NY","16000US3651000","Hair Design Institute at Fifth Avenue-Brooklyn","189404",8,128
2014,"New York, NY","16000US3651000","Boricua College","189413",57,257
2014,"New York, NY","16000US3651000","Bramson ORT College","189422",78,200
2014,"New York, NY","16000US3651000","American Beauty School","189477",4,122
2014,"New York, NY","16000US3651000","Brooklyn Law School","189501",224,165
2014,"New York, NY","16000US3651000","St Paul's School of Nursing-Queens","189811",36,175
2014,"New York, NY","16000US3651000","Central Yeshiva Tomchei Tmimim Lubavitz","189857",161,0
2014,"New York, NY","16000US3651000","Christine Valmy International School for Esthetics, Skin Care & Makeup","189990",5,308
2014,"New York, NY","16000US3651000","Circle in the Square Theater School","190008",14,18
2014,"New York, NY","16000US3651000","Metropolitan College of New York","190114",149,347
2014,"New York, NY","16000US3651000","Columbia University in the City of New York","190150",5706,6395
2014,"New York, NY","16000US3651000","Empire Beauty School-Queens","190239",6,119
2014,"New York, NY","16000US3651000","Cooper Union for the Advancement of Science and Art","190372",154,85
2014,"New York, NY","16000US3651000","Weill Cornell Medical College","190424",111,146
2014,"New York, NY","16000US3651000","CUNY Bernard M Baruch College","190512",2259,2489
2014,"New York, NY","16000US3651000","CUNY Borough of Manhattan Community College","190521",1269,1973
2014,"New York, NY","16000US3651000","CUNY Bronx Community College","190530",582,915
2014,"New York, NY","16000US3651000","CUNY Brooklyn College","190549",1292,2224
2014,"New York, NY","16000US3651000","College of Staten Island CUNY","190558",790,1298
2014,"New York, NY","16000US3651000","CUNY City College","190567",1357,1800
2014,"New York, NY","16000US3651000","CUNY Graduate School and University Center","190576",685,1133
2014,"New York, NY","16000US3651000","CUNY Hostos Community College","190585",254,608
2014,"New York, NY","16000US3651000","CUNY Hunter College","190594",1408,3990
2014,"New York, NY","16000US3651000","CUNY John Jay College of Criminal Justice","190600",1357,1870
2014,"New York, NY","16000US3651000","CUNY Kingsborough Community College","190619",1122,1709
2014,"New York, NY","16000US3651000","CUNY LaGuardia Community College","190628",971,1479
2014,"New York, NY","16000US3651000","CUNY Lehman College","190637",757,2040
2014,"New York, NY","16000US3651000","CUNY Medgar Evers College","190646",215,799
2014,"New York, NY","16000US3651000","CUNY New York City College of Technology","190655",1015,1080
2014,"New York, NY","16000US3651000","CUNY Queens College","190664",1677,3122
2014,"New York, NY","16000US3651000","CUNY Queensborough Community College","190673",857,1116
2014,"New York, NY","16000US3651000","CUNY School of Law at Queens College","190682",64,86
2014,"New York, NY","16000US3651000","CUNY York College","190691",340,721
2014,"New York, NY","16000US3651000","Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary","190752",6,0
2014,"New York, NY","16000US3651000","Fashion Institute of Technology","191126",438,3058
2014,"New York, NY","16000US3651000","Fordham University","191241",2054,3022
2014,"New York, NY","16000US3651000","The International Culinary Center","191287",255,375
2014,"New York, NY","16000US3651000","Gemological Institute of America-New York","191311",78,161
2014,"New York, NY","16000US3651000","The General Theological Seminary","191320",18,18
2014,"New York, NY","16000US3651000","Helene Fuld College of Nursing","191597",41,200
2014,"New York, NY","16000US3651000","Institute of Design and Construction","191764",9,2
2014,"New York, NY","16000US3651000","Institute of Audio Research","191834",224,28
2014,"New York, NY","16000US3651000","Jewish Theological Seminary of America","192040",53,58
2014,"New York, NY","16000US3651000","The Juilliard School","192110",167,121
2014,"New York, NY","16000US3651000","LIM College","192271",22,345
2014,"New York, NY","16000US3651000","LIU Brooklyn","192439",524,1379
2014,"New York, NY","16000US3651000","Long Island Business Institute","192509",89,198
2014,"New York, NY","16000US3651000","Machzikei Hadath Rabbinical College","192624",16,0
2014,"New York, NY","16000US3651000","Mandl School-The College of Allied Health","192688",31,287
2014,"New York, NY","16000US3651000","Manhattan College","192703",457,405
2014,"New York, NY","16000US3651000","Manhattan School of Music","192712",151,191
2014,"New York, NY","16000US3651000","Marymount Manhattan College","192864",96,333
2014,"New York, NY","16000US3651000","Memorial Hospital School of Radiation Therapy Technology","192970",4,1
