year,geo_name,geo,university_name,university,grads_men,grads_women
2014,"Los Angeles County, CA","05000US06037","The Art Institute of California-Argosy University Hollywood","410502",148,193
2014,"Los Angeles County, CA","05000US06037","Marian Health Careers Center-Los Angeles Campus","411684",18,32
2014,"Los Angeles County, CA","05000US06037","Crimson Technical College","413680",198,8
2014,"Los Angeles County, CA","05000US06037","East San Gabriel Valley Regional Occupational Program","413802",336,430
2014,"Los Angeles County, CA","05000US06037","Premiere Career College","416458",92,257
2014,"Los Angeles County, CA","05000US06037","Baldwin Park Adult & Community Education","417105",89,143
2014,"Los Angeles County, CA","05000US06037","Le Cordon Bleu College of Culinary Arts-Pasadena","423980",311,327
2014,"Los Angeles County, CA","05000US06037","John Wesley International Barber and Beauty College","428125",27,26
2014,"Los Angeles County, CA","05000US06037","Everest College-Torrance","430980",30,103
2014,"Los Angeles County, CA","05000US06037","Virginia Sewing Machines and School Center","431956",7,31
2014,"Los Angeles County, CA","05000US06037","The Art Institute of California-Argosy University Los Angeles","432533",198,173
2014,"Los Angeles County, CA","05000US06037","American University of Health Sciences","433004",14,46
2014,"Los Angeles County, CA","05000US06037","Charter College-Canyon Country","434317",181,702
2014,"Los Angeles County, CA","05000US06037","Los Angeles Film School","436429",954,168
2014,"Los Angeles County, CA","05000US06037","ICDC College","437662",553,1248
2014,"Los Angeles County, CA","05000US06037","InterCoast Colleges-Burbank","437884",34,8
2014,"Los Angeles County, CA","05000US06037","CBD College","439367",26,59
2014,"Los Angeles County, CA","05000US06037","King's University","439701",41,38
2014,"Los Angeles County, CA","05000US06037","PCI College","439871",4,53
2014,"Los Angeles County, CA","05000US06037","American Career College at St Francis","439905",0,0
2014,"Los Angeles County, CA","05000US06037","Keck Graduate Institute","440031",66,77
2014,"Los Angeles County, CA","05000US06037","West Coast Ultrasound Institute","441229",280,325
2014,"Los Angeles County, CA","05000US06037","Irell & Manella Graduate School of Biological Sciences at City of Hope","441238",6,8
2014,"Los Angeles County, CA","05000US06037","David's Academy of Beauty","442204",74,171
2014,"Los Angeles County, CA","05000US06037","University of Antelope Valley","442930",238,335
2014,"Los Angeles County, CA","05000US06037","California Healing Arts College","442985",21,47
2014,"Los Angeles County, CA","05000US06037","NTMA Training Centers of Southern California","443207",544,16
2014,"Los Angeles County, CA","05000US06037","West Coast University-Los Angeles","443331",97,317
2014,"Los Angeles County, CA","05000US06037","InterCoast Colleges-West Covina","443571",92,38
2014,"Los Angeles County, CA","05000US06037","ATI College-Norwalk","444325",9,61
2014,"Los Angeles County, CA","05000US06037","Advanced College","444343",15,66
2014,"Los Angeles County, CA","05000US06037","CES College","444510",6,52
2014,"Los Angeles County, CA","05000US06037","Career Care Institute","446118",44,257
2014,"Los Angeles County, CA","05000US06037","Los Angeles Music Academy","446385",35,11
2014,"Los Angeles County, CA","05000US06037","Argosy University-Los Angeles","447272",36,82
2014,"Los Angeles County, CA","05000US06037","California Career College","447713",3,21
2014,"Los Angeles County, CA","05000US06037","Palladium Technical Academy","447722",13,72
2014,"Los Angeles County, CA","05000US06037","Palace Beauty College","447731",2,136
2014,"Los Angeles County, CA","05000US06037","National Polytechnic College","447759",33,70
2014,"Los Angeles County, CA","05000US06037","Make-up Designory","449366",20,698
2014,"Los Angeles County, CA","05000US06037","Video Symphony EnterTraining Inc","449375",96,41
2014,"Los Angeles County, CA","05000US06037","Gnomon School of Visual Effects","449384",76,20
2014,"Los Angeles County, CA","05000US06037","Valley College of Medical Careers","449445",10,36
2014,"Los Angeles County, CA","05000US06037","University of the West","449870",24,33
2014,"Los Angeles County, CA","05000US06037","Paul Mitchell the School-Sherman Oaks","449986",13,125
2014,"Los Angeles County, CA","05000US06037","InterCoast Colleges-Carson","450669",35,32
2014,"Los Angeles County, CA","05000US06037","InfoTech Career College","450960",11,74
2014,"Los Angeles County, CA","05000US06037","Career College Consultants","451006",22,77
2014,"Los Angeles County, CA","05000US06037","Academy of Esthetics and Cosmetology","454722",0,28
2014,"Los Angeles County, CA","05000US06037","Borner's Barber College","454759",6,2
2014,"Los Angeles County, CA","05000US06037","Paul Mitchell the School-Pasadena","454768",9,91
2014,"Los Angeles County, CA","05000US06037","Career Development Institute","454801",1,8
2014,"Los Angeles County, CA","05000US06037","The Chicago School of Professional Psychology at Los Angeles","455664",113,494
2014,"Los Angeles County, CA","05000US06037","The Chicago School of Professional Psychology at Westwood","455682",12,40
2014,"Los Angeles County, CA","05000US06037","Central Nursing College","455743",5,12
2014,"Los Angeles County, CA","05000US06037","RWM Fiber Optics","455752",62,0
2014,"Los Angeles County, CA","05000US06037","Providence Christian College","455770",5,7
2014,"Los Angeles County, CA","05000US06037","National Career College","455868",20,39
2014,"Los Angeles County, CA","05000US06037","Homestead Schools","457086",14,57
2014,"Los Angeles County, CA","05000US06037","Beyond 21st Century Beauty Academy","457253",0,22
2014,"Los Angeles County, CA","05000US06037","Academy for Jewish Religion-California","457271",4,7
2014,"Los Angeles County, CA","05000US06037","Angeles College","457299",25,97
2014,"Los Angeles County, CA","05000US06037","Angeles Institute","457314",24,76
2014,"Los Angeles County, CA","05000US06037","Preferred College of Nursing-Los Angeles","459152",34,105
2014,"Los Angeles County, CA","05000US06037","Trinity Vocational Center","459161",109,296
2014,"Los Angeles County, CA","05000US06037","Southern California University SOMA","459222",10,10
2014,"Los Angeles County, CA","05000US06037","ITT Technical Institute-West Covina","459684",98,22
2014,"Los Angeles County, CA","05000US06037","ITT Technical Institute-Culver City","459693",96,19
2014,"Los Angeles County, CA","05000US06037","New York Film Academy","461148",536,375
2014,"Los Angeles County, CA","05000US06037","Galaxy Medical College","461254",27,85
2014,"Los Angeles County, CA","05000US06037","American Medical Sciences Center","461263",16,42
2014,"Los Angeles County, CA","05000US06037","Southern California Health Institute","461856",99,143
2014,"Los Angeles County, CA","05000US06037","Academy for Salon Professionals","462062",0,81
2014,"Los Angeles County, CA","05000US06037","International College of Beauty Arts & Sciences","462336",1,33
2014,"Los Angeles County, CA","05000US06037","Carrington College California-Pomona","467368",12,95
2014,"Los Angeles County, CA","05000US06037","Aveda Institute-Los Angeles","469957",5,79
2014,"Los Angeles County, CA","05000US06037","Azusa Pacific Online University","474863",31,88
2014,"Los Angeles County, CA","05000US06037","Marian Health Careers Center-Van Nuys Campus","475282",11,31
2014,"Los Angeles County, CA","05000US06037","Academy of Couture Art","475635",0,3
2014,"Los Angeles County, CA","05000US06037","Preferred College of Nursing-Van Nuys","475680",33,96
2014,"Los Angeles County, CA","05000US06037","Annenberg School of Nursing","475705",3,9
2014,"Los Angeles County, CA","05000US06037","Flair Beauty College","476513",2,40
2014,"Los Angeles County, CA","05000US06037","Medical Allied Career Center","476595",15,40
2014,"Los Angeles County, CA","05000US06037","Diamond Beauty College","476780",33,136
2014,"Los Angeles County, CA","05000US06037","SAE Institute of Technology-Los Angeles","476911",86,10
2014,"Los Angeles County, CA","05000US06037","Brand College","479992",52,0
2014,"Los Angeles County, CA","05000US06037","Advanced Computing Institute","481234",173,202
2014,"Los Angeles County, CA","05000US06037","American Career College-Long Beach","481854",32,200
2014,"Los Angeles County, CA","05000US06037","DeVry University-California","482431",1452,919
2014,"Los Angeles County, CA","05000US06037","American College of Healthcare","483009",6,42
2014,"Los Angeles County, CA","05000US06037","Learnet Academy Inc","483221",279,455
2014,"Los Angeles County, CA","05000US06037","Integrity College of Health","483373",5,14
2014,"Los Angeles County, CA","05000US06037","High Desert Medical College","484002",7,87
2014,"Los Angeles County, CA","05000US06037","North-West College-Long Beach","484376",0,0
2014,"Los Angeles County, CA","05000US06037","Minerva Schools at Keck Graduate Institute","484844",0,0
2015,"Los Angeles County, CA","05000US06037","American Academy of Dramatic Arts-Los Angeles","108852",57,78
2015,"Los Angeles County, CA","05000US06037","American Film Institute Conservatory","108870",77,52
2015,"Los Angeles County, CA","05000US06037","American Beauty College","108977",25,29
2015,"Los Angeles County, CA","05000US06037","American Career College-Los Angeles","109040",239,807
2015,"Los Angeles County, CA","05000US06037","Antelope Valley College","109350",893,1300
2015,"Los Angeles County, CA","05000US06037","Art Center College of Design","109651",240,223
2015,"Los Angeles County, CA","05000US06037","Associated Technical College-Los Angeles","109721",114,147
2015,"Los Angeles County, CA","05000US06037","Azusa Pacific University","109785",1038,2319
2015,"Los Angeles County, CA","05000US06037","Biola University","110097",570,729
2015,"Los Angeles County, CA","05000US06037","Bryan University","110219",74,103
2015,"Los Angeles County, CA","05000US06037","Phillips Graduate Institute","110307",15,91
2015,"Los Angeles County, CA","05000US06037","California Institute of Technology","110404",363,171
2015,"Los Angeles County, CA","05000US06037","California State Polytechnic University-Pomona","110529",2491,2163
2015,"Los Angeles County, CA","05000US06037","California State University-Dominguez Hills","110547",1096,2281
2015,"Los Angeles County, CA","05000US06037","California State University-Long Beach","110583",3902,5624
2015,"Los Angeles County, CA","05000US06037","California State University-Los Angeles","110592",1920,2973
2015,"Los Angeles County, CA","05000US06037","California State University-Northridge","110608",3697,5571
2015,"Los Angeles County, CA","05000US06037","University of California-Los Angeles","110662",6037,6713
2015,"Los Angeles County, CA","05000US06037","California Institute of the Arts","111081",174,163
2015,"Los Angeles County, CA","05000US06037","College of the Canyons","111461",857,1165
2015,"Los Angeles County, CA","05000US06037","Casa Loma College-Van Nuys","111638",59,166
2015,"Los Angeles County, CA","05000US06037","Cerritos College","111887",907,1190
2015,"Los Angeles County, CA","05000US06037","Charles R Drew University of Medicine and Science","111966",60,144
2015,"Los Angeles County, CA","05000US06037","Citrus College","112172",1486,2219
2015,"Los Angeles County, CA","05000US06037","Claremont Graduate University","112251",294,348
2015,"Los Angeles County, CA","05000US06037","Claremont McKenna College","112260",210,157
2015,"Los Angeles County, CA","05000US06037","Western University of Health Sciences","112525",388,711
2015,"Los Angeles County, CA","05000US06037","Columbia College-Hollywood","112570",31,28
2015,"Los Angeles County, CA","05000US06037","El Camino College-Compton Center","112686",148,272
2015,"Los Angeles County, CA","05000US06037","East Los Angeles College","113856",1679,2583
2015,"Los Angeles County, CA","05000US06037","El Camino Community College District","113980",1012,1375
2015,"Los Angeles County, CA","05000US06037","Elegance International","114044",20,202
2015,"Los Angeles County, CA","05000US06037","Marinello Schools of Beauty-Burbank","114071",5,283
2015,"Los Angeles County, CA","05000US06037","Emperor's College of Traditional Oriental Medicine","114114",13,29
2015,"Los Angeles County, CA","05000US06037","Fashion Institute of Design & Merchandising-Los Angeles","114354",156,1570
2015,"Los Angeles County, CA","05000US06037","Redondo Beach Beauty College","114637",5,46
2015,"Los Angeles County, CA","05000US06037","Fuller Theological Seminary in California","114840",478,292
2015,"Los Angeles County, CA","05000US06037","Glendale Community College","115001",283,620
2015,"Los Angeles County, CA","05000US06037","Glendale Career College","115010",54,160
2015,"Los Angeles County, CA","05000US06037","Harvey Mudd College","115409",112,80
2015,"Los Angeles County, CA","05000US06037","Toni & Guy Hairdressing Academy-Santa Monica","116350",16,155
2015,"Los Angeles County, CA","05000US06037","ITT Technical Institute-San Dimas","116475",161,40
2015,"Los Angeles County, CA","05000US06037","American Jewish University","116846",34,36
2015,"Los Angeles County, CA","05000US06037","Life Pacific College","117104",62,53
2015,"Los Angeles County, CA","05000US06037","University of La Verne","117140",1040,1721
2015,"Los Angeles County, CA","05000US06037","Lancaster Beauty School","117238",25,73
2015,"Los Angeles County, CA","05000US06037","Long Beach City College","117645",642,948
2015,"Los Angeles County, CA","05000US06037","Southern California University of Health Sciences","117672",115,87
2015,"Los Angeles County, CA","05000US06037","Los Angeles Harbor College","117690",273,438
2015,"Los Angeles County, CA","05000US06037","Los Angeles Pierce College","117706",785,1143
2015,"Los Angeles County, CA","05000US06037","Los Angeles Southwest College","117715",166,564
2015,"Los Angeles County, CA","05000US06037","Los Angeles Trade Technical College","117724",1051,691
2015,"Los Angeles County, CA","05000US06037","Los Angeles Valley College","117733",557,1106
2015,"Los Angeles County, CA","05000US06037","The Master's College and Seminary","117751",233,149
2015,"Los Angeles County, CA","05000US06037","Los Angeles City College","117788",487,866
2015,"Los Angeles County, CA","05000US06037","Los Angeles County College of Nursing and Allied Health","117803",20,67
2015,"Los Angeles County, CA","05000US06037","Los Angeles Mission College","117867",342,760
2015,"Los Angeles County, CA","05000US06037","Loyola Marymount University","117946",1141,1658
2015,"Los Angeles County, CA","05000US06037","Marinello Schools of Beauty-Los Angeles","118356",171,1234
2015,"Los Angeles County, CA","05000US06037","Marymount California University","118541",74,95
2015,"Los Angeles County, CA","05000US06037","Kaplan College-North Hollywood","118967",213,291
2015,"Los Angeles County, CA","05000US06037","Mt San Antonio College","119164",1608,1847
2015,"Los Angeles County, CA","05000US06037","Mount St Mary's College","119173",86,883
2015,"Los Angeles County, CA","05000US06037","Musicians Institute","119270",496,125
2015,"Los Angeles County, CA","05000US06037","Newberry School of Beauty","119845",2,87
2015,"Los Angeles County, CA","05000US06037","North-West College-Pomona","120069",23,184
2015,"Los Angeles County, CA","05000US06037","North-West College-West Covina","120078",54,254
2015,"Los Angeles County, CA","05000US06037","North-West College-Pasadena","120087",23,84
2015,"Los Angeles County, CA","05000US06037","Occidental College","120254",243,298
2015,"Los Angeles County, CA","05000US06037","Otis College of Art and Design","120403",99,173
2015,"Los Angeles County, CA","05000US06037","Pacific Oaks College","120768",28,382
2015,"Los Angeles County, CA","05000US06037","Pacific States University","120838",33,36
2015,"Los Angeles County, CA","05000US06037","Pasadena City College","121044",1648,2251
2015,"Los Angeles County, CA","05000US06037","Pepperdine University","121150",946,1460
2015,"Los Angeles County, CA","05000US06037","Pitzer College","121257",117,184
2015,"Los Angeles County, CA","05000US06037","Pomona College","121345",206,236
2015,"Los Angeles County, CA","05000US06037","Westwood College-South Bay","121381",113,138
2015,"Los Angeles County, CA","05000US06037","Professional Institute of Beauty","121433",2,43
2015,"Los Angeles County, CA","05000US06037","Pardee RAND Graduate School","121628",26,17
2015,"Los Angeles County, CA","05000US06037","Rio Hondo College","121886",661,757
2015,"Los Angeles County, CA","05000US06037","Rosemead Beauty School","121992",42,135
2015,"Los Angeles County, CA","05000US06037","Dongguk University-Los Angeles","122117",56,63
2015,"Los Angeles County, CA","05000US06037","Westwood College-Los Angeles","122843",357,468
2015,"Los Angeles County, CA","05000US06037","Santa Monica College","122977",1517,2219
2015,"Los Angeles County, CA","05000US06037","Scripps College","123165",5,294
2015,"Los Angeles County, CA","05000US06037","Pinnacle College","123581",63,8
2015,"Los Angeles County, CA","05000US06037","Southern California Institute of Architecture","123952",90,52
2015,"Los Angeles County, CA","05000US06037","University of Southern California","123961",7264,8067
2015,"Los Angeles County, CA","05000US06037","Southwestern Law School","123970",152,192
2015,"Los Angeles County, CA","05000US06037","Claremont School of Theology","124283",36,33
2015,"Los Angeles County, CA","05000US06037","United Education Institute-Huntington Park Campus","124681",109,253
2015,"Los Angeles County, CA","05000US06037","Universal College of Beauty Inc-Los Angeles 1","124779",2,8
2015,"Los Angeles County, CA","05000US06037","Concorde Career College-North Hollywood","124937",129,288
2015,"Los Angeles County, CA","05000US06037","West Los Angeles College","125471",270,405
2015,"Los Angeles County, CA","05000US06037","Whittier College","125763",274,365
2015,"Los Angeles County, CA","05000US06037","Woodbury University","125897",198,247
2015,"Los Angeles County, CA","05000US06037","Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","126076",35,0
2015,"Los Angeles County, CA","05000US06037","ITT Technical Institute-Sylmar","244011",148,41
2015,"Los Angeles County, CA","05000US06037","Antioch University-Los Angeles","245838",82,246
2015,"Los Angeles County, CA","05000US06037","Platt College-Los Angeles","260789",149,343
2015,"Los Angeles County, CA","05000US06037","Hypnosis Motivation Institute","368771",29,86
2015,"Los Angeles County, CA","05000US06037","Los Angeles ORT College-Los Angeles Campus","368780",31,73
2015,"Los Angeles County, CA","05000US06037","Downey Adult School","371690",208,904
2015,"Los Angeles County, CA","05000US06037","Thuy Princess Beauty College","372000",2,64
2015,"Los Angeles County, CA","05000US06037","North-West College-Glendale","372028",8,126
2015,"Los Angeles County, CA","05000US06037","Fremont College","372073",70,118
2015,"Los Angeles County, CA","05000US06037","Pomona Unified School District Adult and Career Education","372082",54,61
2015,"Los Angeles County, CA","05000US06037","Universal College of Beauty Inc-Los Angeles 2","372240",2,11
2015,"Los Angeles County, CA","05000US06037","Capstone College","377759",45,3
2015,"Los Angeles County, CA","05000US06037","ITT Technical Institute-Torrance","378406",131,46
2015,"Los Angeles County, CA","05000US06037","Los Angeles ORT College-Van Nuys Campus","381945",68,172
2015,"Los Angeles County, CA","05000US06037","Hacienda La Puente Adult Education","383084",272,489
2015,"Los Angeles County, CA","05000US06037","United Education Institute-Encino","384245",153,216
2015,"Los Angeles County, CA","05000US06037","Alhambra Beauty College","393524",0,76
2015,"Los Angeles County, CA","05000US06037","American Auto Institute","393649",213,353
2015,"Los Angeles County, CA","05000US06037","Diversified Vocational College","395690",175,331
2015,"Los Angeles County, CA","05000US06037","Mt Sierra College","398130",65,21
2015,"Los Angeles County, CA","05000US06037","World Mission University","401223",22,30
2015,"Los Angeles County, CA","05000US06037","Yo San University of Traditional Chinese Medicine","401250",9,33
2015,"Los Angeles County, CA","05000US06037","Coast Career Institute","401339",107,73
2015,"Los Angeles County, CA","05000US06037","The Art Institute of California-Argosy University Hollywood","410502",159,214
2015,"Los Angeles County, CA","05000US06037","Marian Health Careers Center-Los Angeles Campus","411684",14,15
2015,"Los Angeles County, CA","05000US06037","Crimson Technical College","413680",213,12
2015,"Los Angeles County, CA","05000US06037","East San Gabriel Valley Regional Occupational Program","413802",214,321
2015,"Los Angeles County, CA","05000US06037","Premiere Career College","416458",71,173
2015,"Los Angeles County, CA","05000US06037","Baldwin Park Adult & Community Education","417105",75,115
2015,"Los Angeles County, CA","05000US06037","Le Cordon Bleu College of Culinary Arts-Pasadena","423980",308,374
2015,"Los Angeles County, CA","05000US06037","John Wesley International Barber and Beauty College","428125",21,17
2015,"Los Angeles County, CA","05000US06037","Virginia Sewing Machines and School Center","431956",14,71
2015,"Los Angeles County, CA","05000US06037","The Art Institute of California-Argosy University Los Angeles","432533",221,171
2015,"Los Angeles County, CA","05000US06037","American University of Health Sciences","433004",10,41
2015,"Los Angeles County, CA","05000US06037","Charter College-Canyon Country","434317",111,497
2015,"Los Angeles County, CA","05000US06037","Los Angeles Film School","436429",692,128
2015,"Los Angeles County, CA","05000US06037","ICDC College","437662",328,943
2015,"Los Angeles County, CA","05000US06037","CBD College","439367",51,107
2015,"Los Angeles County, CA","05000US06037","King's University","439701",53,29
2015,"Los Angeles County, CA","05000US06037","PCI College","439871",3,34
2015,"Los Angeles County, CA","05000US06037","American Career College at St Francis","439905",8,90
2015,"Los Angeles County, CA","05000US06037","Keck Graduate Institute","440031",80,101
2015,"Los Angeles County, CA","05000US06037","West Coast Ultrasound Institute","441229",206,312
2015,"Los Angeles County, CA","05000US06037","Irell & Manella Graduate School of Biological Sciences at City of Hope","441238",5,5
2015,"Los Angeles County, CA","05000US06037","David's Academy of Beauty","442204",20,63
2015,"Los Angeles County, CA","05000US06037","University of Antelope Valley","442930",195,326
2015,"Los Angeles County, CA","05000US06037","California Healing Arts College","442985",33,47
2015,"Los Angeles County, CA","05000US06037","NTMA Training Centers of Southern California","443207",499,13
2015,"Los Angeles County, CA","05000US06037","West Coast University-Los Angeles","443331",92,344
2015,"Los Angeles County, CA","05000US06037","InterCoast Colleges-West Covina","443571",73,23
2015,"Los Angeles County, CA","05000US06037","ATI College-Norwalk","444325",8,58
2015,"Los Angeles County, CA","05000US06037","Advanced College","444343",5,42
2015,"Los Angeles County, CA","05000US06037","CES College","444510",19,110
2015,"Los Angeles County, CA","05000US06037","Career Care Institute","446118",44,296
2015,"Los Angeles County, CA","05000US06037","Los Angeles Music Academy","446385",52,24
2015,"Los Angeles County, CA","05000US06037","Argosy University-Los Angeles","447272",49,83
2015,"Los Angeles County, CA","05000US06037","United Education Institute-El Monte","447616",98,181
2015,"Los Angeles County, CA","05000US06037","California Career College","447713",5,12
2015,"Los Angeles County, CA","05000US06037","Palladium Technical Academy","447722",13,42
2015,"Los Angeles County, CA","05000US06037","Palace Beauty College","447731",6,146
2015,"Los Angeles County, CA","05000US06037","National Polytechnic College","447759",39,75
2015,"Los Angeles County, CA","05000US06037","Make-up Designory","449366",22,601
2015,"Los Angeles County, CA","05000US06037","Gnomon School of Visual Effects","449384",31,10
2015,"Los Angeles County, CA","05000US06037","Valley College of Medical Careers","449445",12,46
2015,"Los Angeles County, CA","05000US06037","University of the West","449870",41,26
2015,"Los Angeles County, CA","05000US06037","Paul Mitchell the School-Sherman Oaks","449986",13,130
2015,"Los Angeles County, CA","05000US06037","InterCoast Colleges-Carson","450669",51,32
2015,"Los Angeles County, CA","05000US06037","InfoTech Career College","450960",10,107
2015,"Los Angeles County, CA","05000US06037","Career College Consultants","451006",27,63
2015,"Los Angeles County, CA","05000US06037","Academy of Esthetics and Cosmetology","454722",0,16
2015,"Los Angeles County, CA","05000US06037","Borner's Barber College","454759",5,0
2015,"Los Angeles County, CA","05000US06037","Paul Mitchell the School-Pasadena","454768",2,80
2015,"Los Angeles County, CA","05000US06037","Career Development Institute","454801",2,33
2015,"Los Angeles County, CA","05000US06037","The Chicago School of Professional Psychology at Los Angeles","455664",114,487
2015,"Los Angeles County, CA","05000US06037","RWM Fiber Optics","455752",33,4
2015,"Los Angeles County, CA","05000US06037","Providence Christian College","455770",7,7
2015,"Los Angeles County, CA","05000US06037","National Career College","455868",18,72
2015,"Los Angeles County, CA","05000US06037","Homestead Schools","457086",13,51
2015,"Los Angeles County, CA","05000US06037","Beyond 21st Century Beauty Academy","457253",1,14
2015,"Los Angeles County, CA","05000US06037","Academy for Jewish Religion-California","457271",3,27
2015,"Los Angeles County, CA","05000US06037","Angeles College","457299",23,91
2015,"Los Angeles County, CA","05000US06037","Angeles Institute","457314",19,63
2015,"Los Angeles County, CA","05000US06037","Trinity Vocational Center","459161",51,141
2015,"Los Angeles County, CA","05000US06037","Southern California University SOMA","459222",5,6
2015,"Los Angeles County, CA","05000US06037","New York Film Academy","461148",416,390
2015,"Los Angeles County, CA","05000US06037","Galaxy Medical College","461254",11,45
2015,"Los Angeles County, CA","05000US06037","American Medical Sciences Center","461263",12,32
2015,"Los Angeles County, CA","05000US06037","Southern California Health Institute","461856",143,146
2015,"Los Angeles County, CA","05000US06037","Academy for Salon Professionals","462062",1,60
2015,"Los Angeles County, CA","05000US06037","International College of Beauty Arts & Sciences","462336",1,30
2015,"Los Angeles County, CA","05000US06037","Carrington College California-Pomona","467368",23,140
2015,"Los Angeles County, CA","05000US06037","Aveda Institute-Los Angeles","469957",8,86
2015,"Los Angeles County, CA","05000US06037","Azusa Pacific Online University","474863",24,87
2015,"Los Angeles County, CA","05000US06037","Marian Health Careers Center-Van Nuys Campus","475282",6,25
2015,"Los Angeles County, CA","05000US06037","Academy of Couture Art","475635",0,5
2015,"Los Angeles County, CA","05000US06037","Preferred College of Nursing-Van Nuys","475680",20,61
2015,"Los Angeles County, CA","05000US06037","Annenberg School of Nursing","475705",2,13
2015,"Los Angeles County, CA","05000US06037","Flair Beauty College","476513",0,36
2015,"Los Angeles County, CA","05000US06037","Medical Allied Career Center","476595",13,67
2015,"Los Angeles County, CA","05000US06037","Diamond Beauty College","476780",46,212
2015,"Los Angeles County, CA","05000US06037","SAE Institute of Technology-Los Angeles","476911",148,18
2015,"Los Angeles County, CA","05000US06037","Brand College","479992",68,7
2015,"Los Angeles County, CA","05000US06037","Advanced Computing Institute","481234",121,125
2015,"Los Angeles County, CA","05000US06037","American Career College-Long Beach","481854",63,358
2015,"Los Angeles County, CA","05000US06037","DeVry University-California","482431",1259,810
2015,"Los Angeles County, CA","05000US06037","American College of Healthcare","483009",14,83
2015,"Los Angeles County, CA","05000US06037","Learnet Academy Inc","483221",96,135
2015,"Los Angeles County, CA","05000US06037","Integrity College of Health","483373",4,13
2015,"Los Angeles County, CA","05000US06037","High Desert Medical College","484002",15,148
2015,"Los Angeles County, CA","05000US06037","North-West College-Long Beach","484376",6,37
2015,"Los Angeles County, CA","05000US06037","Minerva Schools at Keck Graduate Institute","484844",0,0
2015,"Los Angeles County, CA","05000US06037","ABCO Technology","485500",69,3
2015,"Los Angeles County, CA","05000US06037","United Healthcare Careers College","485573",2,28
2015,"Los Angeles County, CA","05000US06037","GDS Institute","486099",67,61
2015,"Los Angeles County, CA","05000US06037","Theatre of Arts","486123",23,20
2015,"Los Angeles County, CA","05000US06037","Westchester College of Nursing & Allied Health","486141",0,11
2015,"Los Angeles County, CA","05000US06037","ZMS The Academy","486248",12,72
2015,"Los Angeles County, CA","05000US06037","Saint Joseph's School of Nursing","486600",1,30
2015,"Los Angeles County, CA","05000US06037","Hussian College-Relativity Campus California","486965",0,0
2015,"Los Angeles County, CA","05000US06037","Universal Technical Institute-Southern California","487597",0,0
2015,"Los Angeles County, CA","05000US06037","California Institute of Advanced Management","487649",6,2
2015,"Los Angeles County, CA","05000US06037","Shepherd University","487667",26,36
