year,geo_name,geo,cip_name,cip,degree_name,degree,grads_total
2014,"New York, NY","16000US3651000","Information Science","110401","Bachelor's Degree","5",420
2015,"New York, NY","16000US3651000","Computer Systems Analysis","110501","Bachelor's Degree","5",21
2013,"New York, NY","16000US3651000","Computer Systems Analysis","110501","Bachelor's Degree","5",31
2014,"New York, NY","16000US3651000","Computer Systems Analysis","110501","Bachelor's Degree","5",28
2015,"New York, NY","16000US3651000","Computer Science","110701","Bachelor's Degree","5",441
2013,"New York, NY","16000US3651000","Computer Science","110701","Bachelor's Degree","5",334
2014,"New York, NY","16000US3651000","Computer Science","110701","Bachelor's Degree","5",385
2015,"New York, NY","16000US3651000","Web Page, Digital, & Information Resource Design","110801","Bachelor's Degree","5",25
2013,"New York, NY","16000US3651000","Web Page, Digital, & Information Resource Design","110801","Bachelor's Degree","5",8
2014,"New York, NY","16000US3651000","Web Page, Digital, & Information Resource Design","110801","Bachelor's Degree","5",32
2015,"New York, NY","16000US3651000","Computer Graphics","110803","Bachelor's Degree","5",73
2013,"New York, NY","16000US3651000","Computer Graphics","110803","Bachelor's Degree","5",68
2014,"New York, NY","16000US3651000","Computer Graphics","110803","Bachelor's Degree","5",84
2013,"New York, NY","16000US3651000","Other Computer Software & Media Applications","110899","Bachelor's Degree","5",1
2014,"New York, NY","16000US3651000","Other Computer Software & Media Applications","110899","Bachelor's Degree","5",1
2015,"New York, NY","16000US3651000","Computer Systems Networking & Telecommunications","110901","Bachelor's Degree","5",29
2013,"New York, NY","16000US3651000","Computer Systems Networking & Telecommunications","110901","Bachelor's Degree","5",27
2014,"New York, NY","16000US3651000","Computer Systems Networking & Telecommunications","110901","Bachelor's Degree","5",26
2015,"New York, NY","16000US3651000","Network & System Administration","111001","Bachelor's Degree","5",7
2015,"New York, NY","16000US3651000","Computer & Information Systems Security","111003","Bachelor's Degree","5",50
2013,"New York, NY","16000US3651000","Computer & Information Systems Security","111003","Bachelor's Degree","5",21
