year,geo_name,geo,cip_name,cip,degree_name,degree,grads_total
2013,"New York, NY","16000US3651000","Teaching English as a Second or Foreign Language Instructor","131401","Research Doctorate","17",3
2014,"New York, NY","16000US3651000","Teaching English as a Second or Foreign Language Instructor","131401","Research Doctorate","17",3
2015,"New York, NY","16000US3651000","Other Education","139999","Research Doctorate","17",10
2013,"New York, NY","16000US3651000","Other Education","139999","Research Doctorate","17",17
2014,"New York, NY","16000US3651000","Other Education","139999","Research Doctorate","17",14
2015,"New York, NY","16000US3651000","Bioengineering & Biomedical Engineering","140501","Research Doctorate","17",29
2013,"New York, NY","16000US3651000","Bioengineering & Biomedical Engineering","140501","Research Doctorate","17",26
2014,"New York, NY","16000US3651000","Bioengineering & Biomedical Engineering","140501","Research Doctorate","17",26
2015,"New York, NY","16000US3651000","Chemical Engineering","140701","Research Doctorate","17",13
2013,"New York, NY","16000US3651000","Chemical Engineering","140701","Research Doctorate","17",20
2014,"New York, NY","16000US3651000","Chemical Engineering","140701","Research Doctorate","17",15
2015,"New York, NY","16000US3651000","Chemical & Biomolecular Engineering","140702","Research Doctorate","17",4
2013,"New York, NY","16000US3651000","Chemical & Biomolecular Engineering","140702","Research Doctorate","17",2
2014,"New York, NY","16000US3651000","Chemical & Biomolecular Engineering","140702","Research Doctorate","17",2
2015,"New York, NY","16000US3651000","General Civil Engineering","140801","Research Doctorate","17",14
2013,"New York, NY","16000US3651000","General Civil Engineering","140801","Research Doctorate","17",15
2014,"New York, NY","16000US3651000","General Civil Engineering","140801","Research Doctorate","17",17
2015,"New York, NY","16000US3651000","Transportation & Highway Engineering","140804","Research Doctorate","17",1
2014,"New York, NY","16000US3651000","Transportation & Highway Engineering","140804","Research Doctorate","17",1
2015,"New York, NY","16000US3651000","Electrical & Electronics Engineering","141001","Research Doctorate","17",42
2013,"New York, NY","16000US3651000","Electrical & Electronics Engineering","141001","Research Doctorate","17",38
2014,"New York, NY","16000US3651000","Electrical & Electronics Engineering","141001","Research Doctorate","17",47
